Image_id,is_tagged,has_pollen,pollen_color,lighting,is_blurry,view_orientation,is_occluded,is_crowded
000045740_000002777.jpg,false,false,,sunny,false,top,false,false
000050460_000003060.jpg,false,false,,sunny,false,top,false,false
000039860_000002342.jpg,false,false,,sunny,false,top,false,false
000024680_000001384.jpg,false,false,,sunny,false,top,false,false
000051820_000003076.jpg,false,false,,sunny,false,top,false,false
000009840_000000657.jpg,false,false,,sunny,false,top,false,false
000021360_000001056.jpg,false,false,,sunny,false,top,false,false
000061560_000003748.jpg,false,false,,sunny,false,top,false,false
000028920_000001620.jpg,?,?,?,?,?,?,?,?
000062300_000003790.jpg,?,?,?,?,?,?,?,?
000037900_000002275.jpg,false,false,,sunny,false,top,false,false
000066680_000003946.jpg,false,false,,sunny,false,top,false,false
000065700_000003922.jpg,?,?,?,?,?,?,?,?
000063240_000003852.jpg,false,false,,sunny,false,top,false,false
000056320_000003317.jpg,?,?,?,?,?,?,?,?
000050140_000003047.jpg,false,false,,sunny,false,top,false,false
000007660_000000394.jpg,false,false,,sunny,false,top,false,false
000007260_000000478.jpg,?,?,?,?,?,?,?,?
000048900_000002954.jpg,?,?,?,?,?,?,?,?
000070460_000004158.jpg,false,false,,sunny,false,top,false,false
000049840_000003019.jpg,false,false,,sunny,false,top,false,false
000069360_000004154.jpg,false,false,,sunny,false,top,false,false
000049320_000002906.jpg,false,false,,sunny,false,top,false,false
000038940_000002323.jpg,false,false,,sunny,false,top,false,false
000004320_000000239.jpg,?,?,?,?,?,?,?,?
000013260_000000859.jpg,?,?,?,?,?,?,?,?
000069080_000004143.jpg,false,false,,sunny,false,top,false,false
000027460_000001525.jpg,false,false,,sunny,false,bottom,false,false
000043140_000002633.jpg,false,false,,sunny,false,top,false,false
000054180_000003256.jpg,false,false,,sunny,false,top,false,false
000065820_000003915.jpg,false,false,,sunny,false,top,false,false
000019500_000001108.jpg,false,false,,sunny,false,top,false,false
000040480_000002437.jpg,false,false,,sunny,false,top,false,false
000070380_000004158.jpg,false,false,,sunny,false,top,false,false
000059940_000003612.jpg,?,?,?,?,?,?,?,?
000052920_000003133.jpg,false,false,,sunny,false,top,false,false
000068600_000004106.jpg,false,false,,sunny,false,top,false,false
000043380_000002567.jpg,false,false,,sunny,false,top,false,false
000070060_000004150.jpg,false,false,,sunny,false,top,false,false
000004580_000000244.jpg,false,false,,sunny,false,top,false,false
000017940_000000984.jpg,false,false,,sunny,false,top,false,false
000059900_000003580.jpg,?,?,?,?,?,?,?,?
000049520_000002996.jpg,false,false,,sunny,false,top,false,false
000005720_000000354.jpg,false,false,,sunny,false,top,false,false
000049720_000002990.jpg,false,false,,sunny,false,top,false,false
000071020_000004237.jpg,false,false,,sunny,false,top,false,false
000022820_000001280.jpg,false,false,,sunny,false,top,false,false
000063320_000003856.jpg,false,false,,sunny,false,top,false,false
000054380_000003218.jpg,false,false,,sunny,false,top,false,false
000008400_000000360.jpg,?,?,?,?,?,?,?,?
000030280_000001712.jpg,false,false,N/A,sunny,false,top,false,false
000004760_000000242.jpg,?,?,?,?,?,?,?,?
000026720_000001470.jpg,false,false,N/A,sunny,false,top,false,false
000052520_000003143.jpg,false,false,N/A,sunny,false,top,false,false
000058380_000003434.jpg,false,false,N/A,sunny,false,top,false,false
000032520_000001897.jpg,?,?,?,?,?,?,?,?
000009300_000000550.jpg,?,?,?,?,?,?,?,?
000018200_000001056.jpg,?,?,?,?,?,?,?,?
000038740_000002331.jpg,?,?,?,?,?,?,?,?
000063000_000003803.jpg,?,?,?,?,?,?,?,?
000047180_000002858.jpg,?,?,?,?,?,?,?,?
000013560_000000877.jpg,?,?,?,?,?,?,?,?
000048300_000002907.jpg,?,?,?,?,?,?,?,?
000028540_000001586.jpg,?,?,?,?,?,?,?,?
000033960_000001968.jpg,?,?,?,?,?,?,?,?
000059620_000003568.jpg,?,?,?,?,?,?,?,?
000037180_000002157.jpg,?,?,?,?,?,?,?,?
000046760_000002713.jpg,?,?,?,?,?,?,?,?
000020620_000001157.jpg,?,?,?,?,?,?,?,?
000014320_000000921.jpg,?,?,?,?,?,?,?,?
000057260_000003432.jpg,?,?,?,?,?,?,?,?
000067720_000004055.jpg,?,?,?,?,?,?,?,?
000013840_000000892.jpg,?,?,?,?,?,?,?,?
000006800_000000360.jpg,?,?,?,?,?,?,?,?
000067580_000004031.jpg,?,?,?,?,?,?,?,?
000042660_000002507.jpg,?,?,?,?,?,?,?,?
000062820_000003819.jpg,?,?,?,?,?,?,?,?
000023460_000001291.jpg,?,?,?,?,?,?,?,?
000046780_000002774.jpg,?,?,?,?,?,?,?,?
000064500_000003922.jpg,?,?,?,?,?,?,?,?
000058800_000003551.jpg,?,?,?,?,?,?,?,?
000029680_000001524.jpg,?,?,?,?,?,?,?,?
000065980_000003983.jpg,?,?,?,?,?,?,?,?
000047040_000002841.jpg,?,?,?,?,?,?,?,?
000021000_000001179.jpg,?,?,?,?,?,?,?,?
000068840_000004121.jpg,?,?,?,?,?,?,?,?
000042420_000002600.jpg,?,?,?,?,?,?,?,?
000049860_000002894.jpg,?,?,?,?,?,?,?,?
000018640_000001056.jpg,?,?,?,?,?,?,?,?
000045540_000002768.jpg,?,?,?,?,?,?,?,?
000069000_000004102.jpg,?,?,?,?,?,?,?,?
000022520_000001263.jpg,?,?,?,?,?,?,?,?
000025260_000001404.jpg,?,?,?,?,?,?,?,?
000052540_000003171.jpg,?,?,?,?,?,?,?,?
000060000_000003612.jpg,?,?,?,?,?,?,?,?
000048240_000002885.jpg,?,?,?,?,?,?,?,?
000005880_000000364.jpg,?,?,?,?,?,?,?,?
000053260_000003202.jpg,?,?,?,?,?,?,?,?
000046800_000002816.jpg,?,?,?,?,?,?,?,?
000008620_000000596.jpg,?,?,?,?,?,?,?,?
000069380_000004137.jpg,?,?,?,?,?,?,?,?
000011180_000000725.jpg,?,?,?,?,?,?,?,?
000025740_000001384.jpg,?,?,?,?,?,?,?,?
000037000_000002231.jpg,?,?,?,?,?,?,?,?
000013940_000000905.jpg,?,?,?,?,?,?,?,?
